OTU_ID	E2	F2	G2	B1	D1	E1	G1	A2	C2	D2	E4	F4	G4	A3	C3	E3	G3	A4	C4	D4	E6	F7	B6	C6	D6	H4	B5	C5	D5	F5	H5	A6	A8	C8	F6	H6	B7	C7	E7	G7	Silva_tax	evalue_S	Greengenes_tax	evalue_G 
OTU_698	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __NPL-UPA2; __c; __o; __f; __g"	3.00E-62	"k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__"	7.00E-63
OTU_746	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Xanthomonadales; __Sinobacteraceae; __g"	2.00E-131	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__"	1.00E-129
OTU_768	2	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __Rickettsiaceae; __Rickettsia"	4.00E-104	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__"	1.00E-104
OTU_771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	6.00E-51	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	2.00E-51
OTU_881	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"	7.00E-131
OTU_904	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	3.00E-62	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	4.00E-58
OTU_995	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __SM2D12; __g"	3.00E-123	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"	1.00E-123
OTU_1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Pedomicrobium"	5.00E-116	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__"	1.00E-116
OTU_1435	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	5.00E-116	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-116
OTU_1571	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	9.00E-93	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	3.00E-93
OTU_1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Caulobacteraceae; __g"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"	3.00E-133
OTU_1844	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	1.00E-45	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	4.00E-46
OTU_1941	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Legionellaceae; __Legionella"	5.00E-110	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__yabuuchiae"	1.00E-110
OTU_2215	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	1.00E-58	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-55
OTU_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	2	0	0	"Bacteria; __Actinobacteria; __Actinobacteria; __Frankiales; __Acidothermaceae; __Acidothermus"	2.00E-118	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"	6.00E-119
OTU_325	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Flexibacter"	2.00E-130	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"	7.00E-131
OTU_337	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __DA101_soil_group; __g"	1.00E-132	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"	3.00E-133
OTU_360	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Nitrosomonadales; __Nitrosomonadaceae; __g"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__"	7.00E-131
OTU_367	1	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Cryomorphaceae; __Fluviicola"	3.00E-111	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__"	8.00E-112
OTU_373	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Actinobacteria; __Actinobacteria; __Propionibacteriales; __Nocardioidaceae; __Aeromicrobium"	1.00E-125	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__"	4.00E-126
OTU_403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	"Bacteria; __Planctomycetes; __Planctomycetacia; __Planctomycetales; __Planctomycetaceae; __Gemmata"	3.00E-123	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"	2.00E-121
OTU_420	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __mitochondria; __g"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"	3.00E-40
OTU_443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	"Bacteria; __Actinobacteria; __Actinobacteria; __PeM15; __f; __g"	2.00E-130	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"	7.00E-131
OTU_479	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	6.00E-97	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	2.00E-97
OTU_491	0	0	5	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Flavobacteria; __Flavobacteriales; __Cryomorphaceae; __Fluviicola"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__"	3.00E-133
OTU_504	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-50	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	2.00E-51
OTU_521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	4.00E-61	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-55
OTU_530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	2	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	9.00E-87	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	2.00E-87
OTU_532	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	4.00E-104	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	6.00E-88
OTU_552	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-44	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	5.00E-42
OTU_576	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	2.00E-106	"k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"	5.00E-107
OTU_587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __FukuN57; __g"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"	7.00E-131
OTU_616	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Chitinophagaceae; __g"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"	3.00E-133
OTU_638	0	2	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	3.00E-43	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	4.00E-52
OTU_646	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __DA101_soil_group; __g"	2.00E-130	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"	7.00E-131
OTU_688	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	"Bacteria; __Cyanobacteria; __WD272; __o; __f; __g"	5.00E-110	"k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__"	1.00E-110
OTU_714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __mitochondria; __g"	1.00E-70	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"	3.00E-71
OTU_716	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	3.00E-111	"k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"	1.00E-101
OTU_757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	"Bacteria; __Cyanobacteria; __Cyanobacteria; __SubsectionIII; __FamilyI; __Phormidium"	1.00E-132	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Pseudanabaena; s__"	7.00E-131
OTU_865	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __g"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__"	3.00E-133
OTU_916	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	"Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast"	2.00E-130	"k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"	7.00E-131
OTU_933	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __FukuN18_freshwater_group; __g"	7.00E-109	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"	2.00E-109
OTU_961	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Legionellaceae; __Legionella"	2.00E-118	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__"	6.00E-119
OTU_1027	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Legionellaceae; __Legionella"	3.00E-120	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__"	6.00E-119
OTU_1068	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	4.00E-58	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	3.00E-56
OTU_1075	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	4.00E-61	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	4.00E-52
OTU_1104	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	3.00E-83	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	8.00E-69
OTU_1335	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Syntrophobacterales; __Syntrophaceae; __Smithella"	1.00E-125	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Syntrophus; s__"	4.00E-126
OTU_1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	"Bacteria; __Actinobacteria; __Actinobacteria; __Frankiales; __Sporichthyaceae; __Candidatus_Planktophila"	3.00E-114	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__Planktophila; s__limnetica"	2.00E-112
OTU_1417	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Caulobacteraceae; __Asticcacaulis"	2.00E-130	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__biprosthecium"	4.00E-126
OTU_1428	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __NKB5; __f; __g"	9.00E-130	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"	3.00E-130
OTU_1436	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Cyanobacteria; __Cyanobacteria; __SubsectionIII; __FamilyI; __Chamaesiphon"	6.00E-128	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Chamaesiphonaceae; g__; s__"	2.00E-128
OTU_1523	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella"	3.00E-123	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"	1.00E-123
OTU_1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas"	8.00E-121	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__stutzeri"	2.00E-121
OTU_1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Elusimicrobia; __Elusimicrobia; __Lineage_IIb; __f; __g"	2.00E-106	"k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__"	5.00E-107
OTU_1650	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	8.00E-118	"k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"	3.00E-111
OTU_1714	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __g"	8.00E-121	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"	2.00E-121
OTU_1737	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	3.00E-83	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	9.00E-84
OTU_1827	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	"Bacteria; __Acidobacteria; __Acidobacteria; __Acidobacteriales; __Acidobacteriaceae; __Acidicapsa"	1.00E-125	"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidicapsa; s__borealis"	4.00E-126
OTU_1868	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	3.00E-80	"k__Bacteria; p__TM7; c__; o__; f__; g__; s__"	3.00E-71
OTU_1930	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Fibrobacteres; __Fibrobacteria; __Fibrobacterales; __Fibrobacteraceae; __g"	1.00E-125	"k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__"	2.00E-128
OTU_1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	3	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Caulobacteraceae; __Phenylobacterium"	9.00E-127	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__"	3.00E-127
OTU_2025	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio"	6.00E-128	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"	2.00E-128
OTU_2092	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Actinobacteria; __Thermoleophilia; __Gaiellales; __uncultured; __g"	6.00E-128	"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"	2.00E-128
OTU_2107	1	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	3.00E-99	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	6.00E-91
OTU_2235	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __CM1G08; __g"	1.00E-107	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"	1.00E-107
OTU_2281	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Sphingobacteriaceae; __Pedobacter"	4.00E-126	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__cryoconitis"	4.00E-129
OTU_2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __TA18; __o; __f; __g"	4.00E-104	"k__Bacteria; p__Proteobacteria; c__TA18; o__CV90; f__; g__; s__"	2.00E-78
OTU_343	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Peptostreptococcaceae; __Incertae_Sedis"	1.00E-132	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__"	3.00E-133
