MON_100	MON_101	MON_104	MON_106	MON_107	MON_108	MON_109	MON_10	MON_110	MON_111	MON_112	MON_113	MON_114	MON_116	MON_117	MON_118	MON_119	MON_11	MON_120	MON_122	MON_123	MON_124	MON_125	MON_126	MON_127	MON_128	MON_129	MON_12	MON_130	MON_131	MON_133	MON_134	MON_136	MON_137	MON_138	MON_139	MON_13	MON_140	MON_141	MON_142	MON_144	MON_145	MON_146	MON_147	MON_148	MON_14	MON_15	MON_17	MON_18	MON_19	MON_20	MON_21	MON_22	MON_23	MON_24	MON_25	MON_26	MON_27	MON_28	MON_29	MON_2	MON_30	MON_31	MON_32	MON_33	MON_34	MON_35	MON_36	MON_37	MON_38	MON_39	MON_40	MON_41	MON_42	MON_43	MON_44	MON_45	MON_46	MON_47	MON_48	MON_4	MON_50	MON_51	MON_52	MON_53	MON_54	MON_55	MON_56	MON_57	MON_58	MON_59	MON_5	MON_60	MON_61	MON_62	MON_63	MON_64	MON_65	MON_66	MON_67	MON_68	MON_69	MON_70	MON_71	MON_72	MON_73	MON_74	MON_75	MON_76	MON_77	MON_78	MON_79	MON_7	MON_80	MON_81	MON_83	MON_84	MON_85	MON_88	MON_8	MON_90	MON_91	MON_92	MON_93	MON_94	MON_95	MON_96	MON_97	MON_98	MON_99	MON_9
ZOTU_39	0	417	2	1	74	5	4	0	4	3	2	4	6788	0	1	2	0	0	12	8	3	1	0	257	2367	12	0	0	23	2794	37	4009	0	0	1	118	40	6	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	1	1	0	0	6	80	3	0	0	357	2	0	0	0	0	0	0	0	1	0	0	0	0	0	6	851	113	0	5	0	0	0	0	0	4	2534	67	0	30	0	29	0	0	1720	0	0	0	0	0	1006	0	10	426	0	7	0	0	0	2	2	0	0	0	0	0	0	0
ZOTU_41	19	0	24	98	3	3	0	8	8	1	3	578	47	3	919	15	43	1	1	2	0	1	2	61	38	0	15	0	11	8	1	0	1	10	0	26	0	0	0	5	0	2	3	0	0	4	1	0	0	1	1	0	0	81	4	0	928	1	0	0	0	0	1	9	1	0	1	15	2	0	101	49	1	14	4251	8	0	29	5	1	2	3	0	0	0	1	0	3	0	5	1910	0	2	1	0	1	0	0	0	223	7094	0	1	2	4	10	0	1	3	2	9	0	412	0	1644	2	1	4415	0	2	0	18	0	0	1	0	0	3	0	0	3
ZOTU_42	0	0	0	0	0	1049	17	4	3010	1677	38	2	0	0	1	0	0	6	11	5	1339	820	43	46	4	34	0	0	1	8	0	0	0	0	0	0	0	0	992	0	0	0	0	1595	53	2	0	4	0	1427	11	1629	1657	29	7	1	0	1	0	0	0	1	0	39	0	898	314	0	0	0	0	0	0	0	0	0	0	1	0	0	54	0	0	4	0	2123	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	2	0	1	1	0	0	0	0	1	291	0	0	0	0	0	0	0	148	134	11	2826
ZOTU_43	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4097	1	0	4	0	0	0	0	0	3	1	2	156	4485	2	1829	0	0	140	1	0	1	1	0	1	0	0	1684	2	905	20	14	0	1671	8	0	1	0	1	0	0	4	0	0	0	0	0	9	0	20	0	0	0	9	3	0	0	552	2	120	2	2950	18	0	0	0	3	75	0	7	1114	1873	2	94	9	0	14	0	17	0	0	0	0	0	0	0	0	0	0	0
ZOTU_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33	0	4	0	0	278	0	2276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	175	0	0	3	8471	0	0	0	0	0	6	0	8	2457	0	2	0	8665	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ZOTU_45	52	468	5	612	4	287	12	5	6	6	62	195	30	214	50	35	103	0	26	19	1	4	2	16	7	4	39	16	5	98	4	0	14	44	78	552	37	5	66	92	3	13	2	0	1	9	1	18	3	31	44	1	1	21	1	1	40	163	0	0	6	0	9	624	21	13	4	46	79	4	8	613	104	57	24	209	2303	463	49	128	0	24	58	27	65	2	2	41	7	0	1	1	12	29	9	53	2033	20	23	19	1	46	19	3945	34	1518	787	24	4	9	155	4	7	41	0	0	0	0	0	0	13	5	3171	1	537	107	127	0	7	2	1
ZOTU_47	13	0	0	3	0	0	0	0	0	0	0	9	1	13	0	6	15	0	0	0	0	6	1	259	1	10	28	991	248	5	0	0	171	0	2088	1	2	3	0	0	393	816	24	0	0	0	0	44	0	0	1	0	0	4	1	0	1	0	0	1	0	0	0	0	1	0	0	0	21	25	0	257	133	0	0	0	25	4	65	22	0	6	2	0	82	0	0	31	741	7	21	0	261	3118	360	847	1794	1	993	6	226	62	352	350	679	3876	2419	19	223	6	653	87	0	77	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ZOTU_48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	1	0	0	0	0	0	0	0	0	0	2	1	0	111	10	0	0	3999	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	1	0	0	0	0	0	0	58	1622	0	0	1	0	0	0	12	5786	0	0	0	2903	1	342	0	0	3165	0	4	1	0	0	0	0	0	0	0	0	0	0
ZOTU_49	0	30	0	852	0	2	0	70	1	8	16	0	1	39	54	8	24	276	407	120	1	6	165	1	1	1	1	52	2	0	1	0	10	4	7	7	2	0	16	75	1	2	10	0	2	16	39	16	21	132	49	2	1	40	38	0	3	29	24	0	9	20	8	5530	60	1374	666	1314	168	0	124	69	14	1	5	20	1812	144	62	54	0	54	32	224	10	21	0	143	0	0	72	5	213	6326	34	841	6	0	0	80	5	157	0	61	3	97	10	2	220	0	0	0	2	0	1	0	0	1	0	1	0	0	7	0	3	0	0	0	4	0	1
ZOTU_53	29	19	1	6	12	6	5	1	11	5	22	20	7	2	7	0	0	0	0	0	7	1	1	2	0	6	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	3	0	0	1	0	0	2	5	10	0	1	4	1	0	0	2	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	2	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1836	1548	261	24	3730	95	2252	11	50	7653	1
ZOTU_55	100	6	59	64	842	651	94	61	489	17	1129	48	6	50	171	16	11	38	26	8	109	27	5	69	0	11	0	116	10	1	1	0	0	0	3	0	9	37	1847	514	1	1	2	17	5	21	2	3	47	21	39	14	7	16	5	0	19	0	2	23	15	12	0	231	5	6	3	13	13	0	14	8	2	5	199	3	40	1	8	3	5	0	1	9	7	7	20	0	1	0	37	75	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	36	0	7	0	1	1	1	0	1	1	0	2	2571	814	3953	112	1471	60	1167	18	26	202	1
ZOTU_56	14	10	0	0	2	0	0	0	0	0	1	10	126	0	0	1	0	0	1	2	1	13	3	1160	66	34	2	5	7979	30	3475	52	0	0	2	0	0	1	1	0	13	36	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	239	1	0	0	25	178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	132	17	0	0	0	1	1	0	0	163	365	11	1	77	2	7	3	40	679	26	0	0	244	0	90	0	2154	4	0	0	0	0	1	2	1	0	0	0	0	0	0	0
ZOTU_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12367	0	0	0	0	0	0	0	0	2	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1368	1	8	1894	11	3	0	8	0	2	4	0	1	0	0	111	0	0	0	377	816	4	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_58	72	182	1	6	5	15	0	0	6	6	4	7	161	4	13	18	4	0	6	2	10	32	2	1240	191	51	1	0	3305	461	800	111	15	0	38	14	14	3	10	27	12	14	11	0	0	28	0	5	0	1	0	3	0	7	58	126	3	82	3	5	3	1	0	0	10	1	0	13	22	837	18	43	13	935	1	16	28	18	12	22	0	3	29	2	85	0	0	63	8	949	28	0	80	55	117	2	30	22	2822	395	9	48	981	0	36	159	58	1610	3	4	55	1304	0	679	0	104	19	0	16	0	2	27	2	1	6	11	9	7	11	5	1
ZOTU_59	31	68	90	1527	130	2	4	85	9	2	86	51	60	859	1160	126	984	426	141	33	4	3	16	127	35	14	61	441	102	38	14	13	20	81	53	66	2	241	66	259	15	14	14	6	0	748	18	166	54	27	83	27	10	63	33	6	7	40	20	18	134	52	0	6	65	31	0	28	201	7	15	47	10	4	0	19	11	490	20	9	20	29	9	0	49	4	10	4	0	0	1	118	5	0	10	5	4	0	6	1	0	1	0	0	3	0	1	1	0	0	1	0	14	3	0	0	0	1	6	6	1904	361	1622	2398	451	26	128	7	6	98	4
ZOTU_60	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	96	0	0	0	268	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1698	20	1	0	0	0	43	2	5357	5630	223	19	1	0	0	0	1	0	0	0	0	0	375	1152	16	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	209	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	1	5	677	0	0	0	1	1	0	0	0	0	0	169
ZOTU_61	0	57	22	31	10	26	11	34	53	65	40	26	13	83	34	74	7	7	214	45	15	109	60	5	98	32	0	1	3	8	2	0	1	8	38	28	2	1	3	111	12	40	6	3	15	0	4	420	1423	66	376	267	8	0	1	0	0	215	1	0	979	32	1	1	1	58	0	19	6	13	8	159	33	13	0	9	0	8	609	1980	1750	0	3934	6	4	6	0	18	0	14	5	51	55	6	226	0	52	43	45	22	7	75	7	1	4	9	4	37	0	54	603	125	0	2	3	6	3	8	204	13	96	65	94	8	295	17	49	28	89	17	95
ZOTU_62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2470	0	3	0	9	15	4252	23	147	1	0	3	0	3	1	55	0	0	1348	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	686	0	0	0	1	2	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	1	0	0	0	0	0	0	3577
ZOTU_63	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364	6	383	50	0	0	0	0	0	0	0	0	55	0	0	4	8025	1613	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	1235	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	527	0	0	0	0	0	0	0	1	3	407	0	0	0	0	0	0	0	0	0	0	7
ZOTU_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	7070	0	0	2274	56	9	93	0	0	2	2	1	2	0	0	0	1	0	15	2	1	7	1	0	5	0	5	2110	2688	8	0	0	0	0	0	3	0	25	0	0	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_69	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5	0	1	5	0	0	7	0	0	0	0	128	0	0	0	0	0	0	0	5	0	1	17	2	0	6314	19	582	0	202	3	3	30	1	5	18	4	253	6563	6	3	1	8	0	3	0	14	0	0	76	0	0	1	0	0	0	0	0	0	0	0	0	0
ZOTU_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11351	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	5	4	342	14	60	42	1	2	0	1	0	22	0	249	11	1	1	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301
ZOTU_71	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	3	0	8	4040	20	0	4	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2372	0	0	0	17	72	0	311	1	3	1	0	0	3	0	0	1	1	0	5	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	188	1	3362	451	0	0	0	0	276	12	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	108
ZOTU_72	1	246	4	30	16	2	2	0	3	1	8	10	14	0	8	5	7	0	2	6	3	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2188	1968	116	36	2496	783	5202	15	71	190	0
ZOTU_73	0	0	1	0	0	0	1	32	0	1	0	24	2	282	1920	49	4182	0	118	666	25	1	38	61	3	10	2	1	3	0	0	0	2	1	0	7	0	7	0	24	0	22	49	0	0	475	0	0	0	5	6	0	0	142	46	0	16	2	3	0	0	18	6	126	9	0	0	60	14	0	19	17	91	0	85	333	286	580	543	384	0	83	283	96	377	18	0	361	2	0	23	0	0	22	9	33	18	2	11	0	0	0	3	18	109	535	31	1	2	0	3	1	0	13	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ZOTU_74	0	0	0	1	0	0	0	3	2	1	0	1	0	0	0	0	0	24	19	4	4099	657	85	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	287	681	0	0	0	1	11	1	2058	1185	24	5	0	0	0	0	1	1	3	3	0	1	255	773	0	0	0	1	0	0	1	0	0	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	1	1	1	1	0	1296	9	2	0	0	0	0	0	0	2	873	0	2	0	0	1	0	1	4	1	0	33
ZOTU_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	8764	0	0	65	0	0	2	0	0	1	0	0	0	0	492	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	973	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	1289	0	21	0	0	181	0	1	0	1	0	0	0	0	0	0	0	0	0
ZOTU_78	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	371	4483	0	502	4187	705	0	0	2	2	1	1	0	2	1	29	0	1577	0	0	0	1	0	1	358	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ZOTU_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6601	0	0	2	0	0	0	0	0	0	0	0	0	0	522	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	73	2803	0	0	0	0	0	0	0	104	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_80	40	3	1	1	60	673	22	974	109	346	24	2	1	2	29	1	0	163	996	72	120	143	68	18	1	4	0	4	6	0	1	0	0	1	7	0	2	108	507	10	0	0	0	12	64	4	109	7	577	1114	176	183	147	14	10	0	0	9	407	2	467	1	382	221	406	734	111	695	9	0	0	0	2	0	4	29	29	14	0	10	768	9	7	3	10	212	50	36	0	0	0	121	0	5	1	4	0	1	0	0	11	0	0	0	0	2	2	0	1	0	0	0	1	0	1	0	0	0	0	15	0	7	0	0	0	8	0	40	517	49	179
ZOTU_81	0	2	0	1	0	0	7	26	96	288	8	0	0	0	13	0	0	0	0	19	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	401	0	0	5	2	1	0	1	0	0	0	2	829	2	8	0	0	1	0	6	1	11	0	0	1649	4	3687	5	4	0	0	0	1	0	2	3	0	1	1	0	13	4	0	0	12	19	456	590	0	0	0	0	0	0	0	0	0	2	1	25	0	1	1	0	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2341	0	1	0	0	0	0	4	11	244	11	2
ZOTU_82	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	3	0	2	1	0	910	1	2259	0	0	0	39	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	39	2	6	0	0	155	0	0	1275	0	0	6	50	0	4402	0	1	1897	0	232	0	0	0	0	0	0	0	1	0	0	0	0
ZOTU_83	64	914	2	3	5	4	4	0	3	2	2	100	50	1	6	3	0	0	2	2	0	6	1	21	83	10	423	0	43	553	5	870	0	0	38	28	16	0	0	0	2	4	4	0	1	0	0	0	0	0	2	0	0	0	2	381	1	0	0	0	0	0	0	2	1	2	1	1	0	78	6	2	1	217	12	1	0	3	4	1	0	0	2	0	0	0	0	0	2	13	5	0	23	1	16	1	103	0	5	14	1	2	6	15	95	5	210	970	1	2	361	22	0	2556	0	29	1692	0	717	0	8	0	13	0	2	4	0	0	0	0	0
ZOTU_84	0	20	0	1	7	0	6	0	0	0	0	3	1375	0	0	0	0	0	1	4	0	0	0	0	944	0	0	0	0	360	0	26	0	0	0	11	1	1	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	4	1	0	1	0	0	0	0	1	2	0	0	0	121	1	0	0	4370	18	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1159	43	0	3	0	0	0	0	0	1	781	20	0	0	0	1	0	6	548	0	0	0	0	0	22	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_86	0	0	0	0	1	0	0	6	0	0	5	0	0	0	900	17	0	0	765	4	10	11	1186	1	4	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	9	0	0	2	3115	92	631	0	0	490	0	0	1	0	2	4	0	0	148	47	225	5	8	683	1	0	0	0	0	0	0	268	37	131	0	3	0	44	555	7	54	2	4	184	0	0	0	14	0	0	0	12	4	6	2	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_88	75	28	0	55	2	0	0	3	0	0	4	0	152	44	5	74	10	0	0	0	0	0	1	42	10	4	324	7	182	73	59	2	14	14	71	8	0	11	0	10	39	16	65	0	0	2	0	31	6	0	0	0	0	1	0	0	0	2	0	0	0	1	4	0	0	0	0	0	6	95	0	155	59	33	3	1	6	9	45	48	0	1	17	26	12	11	2	27	123	28	1	1	1554	140	3787	2	669	0	685	9	0	695	38	16	35	85	295	89	0	1	814	59	0	31	0	0	0	0	4	0	9	5	155	21	25	0	3	0	1	10	0
ZOTU_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	17	0	0	1	0	0	0	1	0	33	71	825	4	12	1	2296	4	0	3	0	0	0	4	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	4	18	559	0	0	37	0	0	91	0	253	4	0	0	230	0	2426	0	0	1295	0	1	0	0	0	0	0	0	0	0	0	0	1
ZOTU_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1414	0	0	4054	0	0	0	0	0	0	0	0	1	0	1243	3	7	1	564	0	0	46	0	0	0	584	2	0	0	0	0	0	0	0	223	1	0	0	0	1094	0	0	4	1	189	0	15	0	0	0	0	0	3	0	0	0	117	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	5	6	2	0	3	1	0	2	0	0	0	0	0	0	23	0	0	0	0	0	1	170	0	0	0	707	0	0	0	0	0	3	65	0	0	0	0	0	139	8	7215	0	0	0	5	0	278	2	1	166	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_93	0	59	7	55	1	0	0	70	25	1584	108	0	7	16	4	1	1	71	35	250	292	617	14	0	4	0	14	3	0	0	0	0	1	0	0	0	5	19	642	1030	2	0	2	50	214	2	7	0	26	140	330	184	173	71	1	0	178	4	50	0	9	5	15	208	99	362	203	35	11	0	157	2	0	2	12	267	967	264	5	78	0	47	154	70	38	10	9	67	0	0	4	39	1	8	5	21	44	0	1	0	0	0	1	80	0	16	2	0	0	0	0	0	64	2	0	0	0	0	0	2	1	0	1	0	0	0	1	0	49	3	52
ZOTU_94	0	0	0	0	0	712	16	0	560	2	7	0	0	3	2	0	0	0	8	2	837	503	5	0	6	3	0	0	0	5	0	0	0	0	0	0	0	0	989	0	0	0	0	4787	68	0	0	0	0	23	6	25	7	0	0	0	0	0	0	0	1	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	20
ZOTU_95	22	14	2	50	8	928	15	1	865	556	29	6	5	5	13	2	0	6	1	3	9	70	2	7	0	5	1	0	2	1	0	1	0	0	0	0	0	0	1066	2	0	1	2	4	29	0	0	0	0	1	3	50	8	11	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	200	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	514	3847	376	87
ZOTU_96	0	0	0	44	0	0	0	0	1	0	11	0	0	12	18	0	167	0	71	132	1	0	59	0	0	0	41	0	0	1	0	0	0	67	0	2	0	26	0	148	0	3	10	1	0	0	0	0	0	0	15	0	0	9	19	0	0	10	389	0	0	28	544	2	455	2	0	0	18	0	0	110	6	0	1	312	3229	457	51	13	0	25	687	23	138	8	0	323	0	0	0	0	0	13	2	155	139	73	8	0	0	0	2	27	35	7	6	0	0	3	52	0	1	4	0	0	0	0	0	0	0	2	1	11	12	0	9	0	2	7	0
ZOTU_97	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	7	4029	19	53	0	18	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	14	0	0	1267	0	2	0	0	0	0	0	0	0	0	0	0	1730	73	2	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	521
ZOTU_100	0	16	1	24	9	649	9	0	796	186	22	19	5	0	15	5	0	0	4	1	17	58	2	2	0	7	2	0	0	0	0	0	0	4	0	0	0	0	250	0	0	0	0	14	67	0	0	0	0	5	12	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	10	6	0	4093	2197	131	0
ZOTU_101	0	0	0	43	0	0	0	1	0	1	14	0	0	5	0	6	69	337	0	10	0	0	15	8	0	0	228	6	5	1	5	0	11	23	21	22	0	7	0	151	0	2	127	0	0	187	0	0	0	0	0	0	0	11	16	0	0	141	38	1	1	6	1	0	0	0	0	44	4	1	1	61	10	0	0	553	0	85	50	0	0	59	9	0	2	0	0	1329	2	0	2	0	505	18	294	39	1730	212	160	0	1	111	11	153	46	70	34	6	0	0	1501	135	0	9	0	0	0	6	0	0	9	0	3	79	1	0	4	0	0	48	1
ZOTU_102	21	4	12	23	1040	37	6	6	10	2	2063	5	0	0	15	26	1	10	29	69	0	0	339	1	0	2	0	164	0	0	0	0	11	0	67	3	1	144	21	276	0	2	2	3	0	3	0	3	4	8	31	0	0	17	303	0	0	0	16	0	0	8	13	2	212	0	0	145	16	0	0	8	0	0	0	19	18	5	0	2	108	0	0	3	5	0	0	45	2	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	19	445	7	202	10	398	0	3	1199	0
ZOTU_103	0	773	2	0	0	2	1	0	2	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1575	43	2381	0	0	0	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	28	1	0	1482	0	0	0	12	0	597	0	15	811	0	493	1	0	0	0	0	0	0	0	0	0	0	0
