taxonomy	Domain	Phylum	Class	Order	Family	Genus
ZOTU_2116	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillales-unclass	Oceanospirillales-unclass
ZOTU_2117	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae-unclass
ZOTU_2118	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_2119	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
ZOTU_2120	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_2121	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
ZOTU_2122	Bacteria	Bacteria	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass
ZOTU_2123	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12-unclass
ZOTU_2124	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
ZOTU_2125	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
ZOTU_2126	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_2127	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ZOTU_2128	Bacteria;Patescibacteria;Parcubacteria;Candidatus Campbellbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	Candidatus Campbellbacteria-unclass	Candidatus Campbellbacteria-unclass
ZOTU_2129	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ZOTU_2131	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_2132	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae-unclass
ZOTU_2133	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomicaceae-unclass
ZOTU_2134	Bacteria;Patescibacteria;Gracilibacteria	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria-unclass	Gracilibacteria-unclass	Gracilibacteria-unclass
ZOTU_2135	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
ZOTU_2136	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade
ZOTU_2137	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ZOTU_2139	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_2140	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_2141	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
ZOTU_2143	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
ZOTU_2144	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ZOTU_2145	Bacteria;Cyanobacteria;Sericytochromatia	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia-unclass	Sericytochromatia-unclass	Sericytochromatia-unclass
ZOTU_2146	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured-unclass
ZOTU_2147	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
ZOTU_2148	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ZOTU_2149	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Kushneria	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria
ZOTU_2150	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 4;Caminicella	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4	Caminicella
ZOTU_2151	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales-unclass	Sphingobacteriales-unclass
ZOTU_2152	Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Paracaedibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
ZOTU_2153	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI cluster	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ZOTU_2154	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Marisediminicola	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Marisediminicola
ZOTU_2155	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_2156	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
ZOTU_2157	Bacteria;Acetothermia;Acetothermiia	Bacteria	Acetothermia	Acetothermiia	Acetothermiia-unclass	Acetothermiia-unclass	Acetothermiia-unclass
ZOTU_2159	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens
ZOTU_2160	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_2161	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ZOTU_2162	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	JGI 0000069-P22-unclass	JGI 0000069-P22-unclass
ZOTU_2163	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_2164	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12-unclass
ZOTU_2165	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007-unclass
ZOTU_2166	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_2167	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
ZOTU_2168	Bacteria;Gemmatimonadetes;BD2-11 terrestrial group	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group-unclass	BD2-11 terrestrial group-unclass	BD2-11 terrestrial group-unclass
ZOTU_2169	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea
ZOTU_2170	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B)	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)-unclass	SAR324 clade(Marine group B)-unclass
ZOTU_2171	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured-unclass
ZOTU_2173	Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae-unclass
ZOTU_2174	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae-unclass
ZOTU_2175	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	EF100-94H03	EF100-94H03-unclass
ZOTU_2176	Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	Candidatus Peregrinibacteria-unclass	Candidatus Peregrinibacteria-unclass
ZOTU_2177	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_2178	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Fimbriiglobus	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
ZOTU_2179	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Halobacteroidaceae-unclass
ZOTU_2180	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
ZOTU_2183	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_2184	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
ZOTU_2185	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_2186	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae-unclass
ZOTU_2187	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured
ZOTU_2188	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
ZOTU_2189	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Catalinimonas	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Catalinimonas
ZOTU_2190	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga
ZOTU_2191	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
ZOTU_2192	Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	Candidatus Magasanikbacteria-unclass	Candidatus Magasanikbacteria-unclass
ZOTU_2193	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccaceae-unclass
ZOTU_2194	Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	Candidatus Falkowbacteria-unclass	Candidatus Falkowbacteria-unclass
ZOTU_2196	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ZOTU_2198	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007-unclass
ZOTU_2199	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga
ZOTU_2200	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
ZOTU_2202	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales-unclass	Rickettsiales-unclass
ZOTU_2203	Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	uncultured
ZOTU_2204	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
ZOTU_2205	Bacteria;Proteobacteria;Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass
ZOTU_2207	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovermiculus
ZOTU_2211	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ZOTU_2212	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae-unclass
ZOTU_2213	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_2214	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae-unclass
ZOTU_2215	Bacteria;Patescibacteria;ABY1;Candidatus Uhrbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	Candidatus Uhrbacteria-unclass	Candidatus Uhrbacteria-unclass
ZOTU_2217	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae-unclass
ZOTU_2219	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NS11-12 marine group-unclass
ZOTU_2220	Bacteria;Dependentiae;Babeliae;Babeliales;Babeliaceae	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae-unclass
ZOTU_2221	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae-unclass
ZOTU_2222	Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	Candidatus Peregrinibacteria-unclass	Candidatus Peregrinibacteria-unclass
ZOTU_2223	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ZOTU_2224	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ZOTU_2225	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
ZOTU_2226	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales-unclass	Chlamydiales-unclass
ZOTU_2227	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI cluster	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ZOTU_2228	Bacteria;Proteobacteria;Gammaproteobacteria;OM182 clade	Bacteria	Proteobacteria	Gammaproteobacteria	OM182 clade	OM182 clade-unclass	OM182 clade-unclass
ZOTU_2229	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Limnobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnobacter
ZOTU_2231	Bacteria;Proteobacteria	Bacteria	Proteobacteria	Proteobacteria-unclass	Proteobacteria-unclass	Proteobacteria-unclass	Proteobacteria-unclass
ZOTU_2233	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_2234	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita
ZOTU_2235	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;ML635J-40 aquatic group	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	ML635J-40 aquatic group	ML635J-40 aquatic group-unclass
ZOTU_2236	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ZOTU_2237	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales-unclass	Chlamydiales-unclass
ZOTU_2238	Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b-unclass
ZOTU_2239	Bacteria;Planctomycetes;BD7-11	Bacteria	Planctomycetes	BD7-11	BD7-11-unclass	BD7-11-unclass	BD7-11-unclass
ZOTU_2240	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
ZOTU_2241	Bacteria	Bacteria	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass
ZOTU_2242	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured
ZOTU_2243	Bacteria;Proteobacteria;Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass	Deltaproteobacteria-unclass
ZOTU_2244	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Coleofasciculaceae	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Coleofasciculaceae-unclass
ZOTU_2245	Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Granulosicoccus	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Granulosicoccus
ZOTU_2246	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_2247	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutaceae-unclass
ZOTU_2248	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_2249	Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum
ZOTU_2250	Bacteria;Bacteroidetes;Ignavibacteria;OPB56	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	OPB56-unclass	OPB56-unclass
ZOTU_2251	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ZOTU_2252	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured
ZOTU_2253	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_2254	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	JGI 0000069-P22-unclass	JGI 0000069-P22-unclass
ZOTU_2255	Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria-unclass	Candidatus Woesebacteria-unclass
ZOTU_2256	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured-unclass
ZOTU_2257	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured
